paper_id,title,abstract,publication_year,doi,satisfy_ic1,satisfy_ic2,from_snowballing,papers_backward_snowballing,papers_forward_snowballing,citation_key,publication_type,venue,venue_type
29,Thermosyphon Cooler Hybrid System for Water Savings in an Energy-Efficient HPC Data Center: Results from 24 Months and the Impact on Water Usage Effectiveness,"In August 2016, the National Renewable Energy Laboratory (NREL) installed a thermosyphon hybrid cooling system to reduce water usage in its already extremely energy-efficient High-Performance Computing (HPC) Data Center. In its first year of use, the system saved 4,400 m³ (1.16 million gal) of water, and 7,950 m³ (2.10 million gal) during a 2-year period, cutting the use of water in the data center by about one-half.\nNREL’s 930-m² (10,000-ft²) HPC Data Center is often called the most energy-efficient data center in the world: it has achieved a trailing 12-month average power usage effectiveness of 1.034, and it features a chiller-less design, component-level warm-water liquid cooling, and waste heat capture and reuse.\nNREL considered the amount of water used by the cooling towers to be counter to the laboratory’s sustainability mission, so a team of researchers from NREL, Sandia National Laboratories (Sandia), and Johnson Controls integrated the BlueStream thermosyphon cooler (TSC)—an advanced dry cooler that uses refrigerant in a passive cycle to dissipate heat—on the roof of NREL’s Energy Systems Integration Facility, the building that houses the HPC Data Center. In combination with the existing cooling towers, the TSC forms an extremely water- and cost-efficient cooling system. In its first year of operation, on-site water usage effectiveness (WUE) was 0.70 L/kWh. In comparison, the WUE would be 1.27 L/kWh if NREL had continued using only heat-recovery and cooling towers. This on-site water savings was accomplished without negatively impacting the energy-efficient operation of the HPC Data Center.\nThe TSC system technology has the potential for application in data centers around the world, and it is currently being implemented by Sandia.",2018,10.2172/1471661,1.0,0.0,1.0,6.0,12.0,sickinger2018Thermosyphon,gray literature,NREL technical report,other
30,A Pareto-based metaheuristic for scheduling HPC applications on a geographically distributed cloud federation,"Reducing energy consumption is an increasingly important issue in cloud computing, more specifically when dealing with High Performance Computing (HPC). Minimizing energy consumption can significantly reduce the amount of energy bills and then increase the provider's profit. In addition, the reduction of energy decreases greenhouse gas emissions. Therefore, many researches are carried out to develop new methods in order to make HPC applications consuming less energy. In this paper, we present a multi-objective genetic algorithm (MO-GA) that optimizes the energy consumption, CO2 emissions and the generated profit of a geographically distributed cloud computing infrastructure. We also propose a greedy heuristic that aims to maximize the number of scheduled applications in order to compare it with the MO-GA. The two approaches have been experimented using realistic workload traces from Feitelson's PWA Parallel Workload Archive. The results show that MO-GA outperforms the greedy heuristic by a significant margin in terms of energy consumption and CO2 emissions. In addition, MO-GA is also proved to be slightly better in terms of profit while scheduling more applications. © 2012 Springer Science+Business Media, LLC.",2013,10.1007/s10586-012-0210-2,1.0,0.0,0.0,30.0,88.0,kessaci2013Paretobased,journal paper,Cluster Computing,parallel distributed
60,The energy efficiency research of code for numerical simulation of plasma physics problems,"Last ten years the top performance of the fastest high-performance systems in the world increased more than thirty times. The energy efficiency of high-performance calculations became the most important because of the growth of carbon footprint from supercomputers. In this work, we will show the energy efficiency research of our plasma physics code. We propose the supercomputer's carbon footprint value for typical plasma physics problem calculations as well as the method for evaluation of the power rate of the HPC code. We also provide information about the difference in energy efficiency between the AVX2 and AVX512 autovectorized programs.",2024,10.1007/978-3-031-78459-0_32,,,,,,chernykh2024energy,conference paper,"Supercomputing: 10th russian supercomputing days, RuSCDays 2024, moscow, russia, september 23–24, 2024, revised selected papers, part I",hpc systems
71,What a waste,"The immense demand for high performance computational resources has led to large increases in the energy consumption of data centers. Higher energy use tends to correlate with more waste heat being produced. This waste heat is often discarded, but it is a valuable resource that many data centers are starting to reuse for many different applications. In this paper we propose the Heat Reuse Factor (HRF) metric to quantify a data center's heat reuse approach. We then propose and define the Green Supercomputing Ratio (GSR) metric to determine the efficiency of a facility based on the HRF value and the amount of CO2 emissions that are offset in accordance with green energy practices. Several examples of how to use the proposed metrics for varying heat reuse opportunities are covered using values for a Theoretical and a Practical data center. The resulting HRF and GSR values are provided to illustrate how HRF and GSR can be used to design more efficient data centers in the future.",2025,10.1007/978-3-032-07612-0_15,,,,,,smith2025What,conference paper,"High performance computing: ISC high performance 2025 international workshops, hamburg, germany, june 10–13, 2025, revised selected papers",hpc systems
77,Adaptive carbon-aware scheduling policies for HPC systems,"In response to growing energy costs and carbon emissions, High Performance Computing (HPC) operators are looking for new strategies to reduce their footprint while maintaining operational efficiency. A direction is to optimize job scheduling in terms of energy and resource usage through the integration of new techniques such as speed scaling or power capping. However, the carbon footprint of an HPC platform can highly vary depending on when the jobs are executed because of the fluctuations of CO2 rates, which depends on the available energy resources and current demands. In this work, we explore the potential impact of incorporating CO2 rates in scheduling decisions. We introduce several policies that adjust dynamically in response to CO2 rate variations and expected job energy requirements. We propose two prediction models to help anticipate future CO2 rates evolution and potential energy consumption of submitted jobs. We evaluate these policies within a simulated HPC environment with real life job traces. Then, we compare them to the mostly used baseline scheduling policy First Come First Served (FCFS) with backfilling. We also compare them to other efficient policies in the literature. The resulting outcomes indicate that the proposed carbon aware scheduling techniques can achieve measurable reductions in carbon emissions (up to 15%) without compromising the workload throughput or resources usage. Furthermore, their transparency and simplicity makes them easy to implement in any HPC system with a high chance of acceptance by the users.",2025,10.1007/978-3-032-10507-3_4,,,,,,benhari2025Adaptive,conference paper,"Job scheduling strategies for parallel processing: 28th international workshop, JSSPP 2025, milan, italy, june 3–4, 2025, revised selected papers",parallel distributed
188,Enabling distributed generation powered sustainable high-performance data center,"The necessity for capping carbon emission has significantly restricted the potential of modern data centers. For this matter, both industry and academia are proactively seeking opportunities on cross-layer power management schemes that could open a door for sustainable high-performance computing platform. In this paper we investigate an emerging trend in the IT industry: using promising onsite distributed generation (DG) techniques to provide premium clean energy to the computing load. We develop data center power demand shaping (PDS), a novel technique that allows data centers to utilize onsite green energy efficiently. In contrast to prior design, PDS takes advantage of a so-far unexplored power supply feature, i.e., the load following capabilities of DG systems to avoid the high performance penalty issue incurred during supply tracking. In addition, PDS features two adaptive power management schemes: DGR Boost and UPS Boost. These two workload-aware optimization methods leverage mature computer tuning knobs to achieve attractive data center performance improvement. Using real-world data center traces and industry data of distributed generation systems, we show that our technique can come within 1.2% performance of an ideal oracle, which is roughly a 37% improvement over existing supply tracking based design. Our design could save over 100 metric tons of carbon emissions annually for a 10MW data center.",2013,10.1109/hpca.2013.6522305,,,,,,li2013Enabling,conference paper,Proceedings of the 2013 IEEE 19th international symposium on high performance computer architecture (HPCA),hpc systems
223,Data Center Operators Face Energy Irony,"High-performance computational technology is envisioned as a great resource for reducing energy consumption. However, the renewable energy infrastructure that will let these data centers operate without adding to greenhouse gas emission levels is still in its infancy.",2010,10.1109/MIC.2010.34,,,,,,goth2010Data,journal paper,IEEE Internet Computing,general cs
239,CEEMS: a resource manager agnostic energy and emissions monitoring stack,"With the rapid acceleration of ML/AI research in the last couple of years, the energy consumption of the Information and Communication Technology (ICT) domain has rapidly increased. As a major part of this energy consumption is due to users' workloads, it is evident that users need to be aware of the energy footprint of their applications. Compute Energy & Emissions Monitoring Stack (CEEMS) has been designed to address this issue. CEEMS can report energy consumption and equivalent emissions of user workloads in real time for HPC and cloud platforms alike. Besides CPU energy usage, it supports reporting energy usage of workloads on NVIDIA and AMD GPU accelerators. CEEMS has been built around the prominent open-source tools in the observability eco-system like Prometheus and Grafana. CEEMS has been designed to be extensible and it allows the Data Center (DC) operators to easily define the energy estimation rules of user workloads based on the underlying hardware. This paper explains the architectural overview of CEEMS, data sources that are used to measure energy usage and estimate equivalent emissions and potential use cases of CEEMS from operator and user perspectives. Finally, the paper will conclude by describing how CEEMS deployment on the Jean-Zay supercomputing platform is capable of monitoring more than 1400 nodes that have a daily job churn rate of around 20k jobs.",2025,10.1109/scw63240.2024.00233,,,,,,paipuri2025CEEMS,conference paper,"Proceedings of the SC '24 workshops of the international conference on high performance computing, network, storage, and analysis",hpc systems
404,ThirstyFLOPS: Water footprint modeling and analysis toward sustainable HPC systems,"High-performance computing (HPC) systems are becoming increasingly water-intensive due to their reliance on water-based cooling and the energy used in power generation. However, the water footprint of HPC remains relatively underexplored–especially in contrast to the growing focus on carbon emissions. In this paper, we present ThirstyFLOPS - a comprehensive water footprint analysis framework for HPC systems. Our approach incorporates region-specific metrics, including Water Usage Effectiveness, Power Usage Effectiveness, and Energy Water Factor, to quantify water consumption using real-world data. Using four representative HPC systems – Marconi, Fugaku, Polaris, and Frontier – as examples, we provide implications for HPC system planning and management. We explore the impact of regional water scarcity and nuclear-based energy strategies on HPC sustainability. Our findings aim to advance the development of water-aware, environmentally responsible computing infrastructures.",2025,10.1145/3712285.3759804,,,,,,jiang2025ThirstyFLOPSa,conference paper,"Proceedings of the international conference for high performance computing, networking, storage and analysis",hpc systems
406,Core hours and carbon credits: Incentivizing sustainability in HPC,"Efforts to reduce the environmental impact of HPC often focus on resource providers, but choices made by users, e.g., concerning where to run, can be equally consequential. Here we present evidence that new accounting methods that charge users for energy used can incentivize significantly more efficient behavior. We first survey 300 HPC users and find that fewer than 30% are aware of their energy consumption, and that energy efficiency is a low priority concern. We then propose two new multi-resource accounting methods that charge for computations based on their energy consumption or carbon footprint, respectively. Finally, we conduct both simulation studies and a user study to evaluate the impact of these two methods on user behavior. We find that while only providing users feedback on their energy use had no impact on their behavior, associating energy with cost incentivized users to select more efficient resources, and use 40% less energy.",2025,10.1145/3712285.3759858,,,,,,kamatar2025Core,conference paper,"Proceedings of the international conference for high performance computing, networking, storage and analysis",hpc systems
419,Improving supercomputer usage with aging awareness,"Lifetime of electronic devices has a critical impact on their environmental footprint. In addition, the high-demand by AI companies of GPU has reduced tremendously their availability for supercomputing centers. Consequently, improving the duration of CPUs and GPUs is becoming a major issue in High Performance Computing (HPC) domain. This paper investigates the optimization of a machine usage before a fatal failure and the trade-offs with performance. The lifetime of computing devices is strongly connected with the temperature and thus with the running frequency. We investigate the node frequency reconfiguration to optimize HPC usage. We estimate the benefit of a dedicated scheduling algorithm compared with a constant frequency. We show that a correct decision can increase considerably the number of FLOP of a machine with a trade-off in terms of performance. Because aging models are currently inaccurate, we consider different models and discuss the robustness of our algorithms to inaccuracy.",2025,10.1145/3731599.3767561,,,,,,boezennec2025Improving,conference paper,"Proceedings of the SC '25 workshops of the international conference for high performance computing, networking, storage and analysis",hpc systems
421,Modeling the carbon footprint of HPC: The top 500 and EasyC,"Climate change is a critical concern for HPC systems, but GHG protocol carbon-emission accounting methodologies are difficult for a single system, and effectively infeasible for a collection of systems. As a result, there is no HPC-wide carbon reporting, and even the largest HPC sites do not do GHG protocol reporting. We assess the carbon footprint of HPC, focusing on the Top 500 systems. The key challenge lies in modeling the carbon footprint with limited data availability. With the disclosed Top500.org data, and using a new tool, EasyC, we were able to model the operational carbon of 391 HPC systems and the embodied carbon of 283 HPC systems. We further show how this coverage can be enhanced by exploiting additional public information. With improved coverage, then interpolation is used to produce the first carbon footprint estimates of the Top 500 HPC systems. They are 1.4 million MT CO2e operational carbon (1 Year) and 1.9 million MT CO2e embodied carbon. We also project how the Top 500's carbon footprint will increase through 2030. A key enabler is the EasyC tool which models carbon footprint with only a few data metrics. We explore availability of data and enhancement, showing that coverage can be increased to 98% of Top 500 systems for operational and 80.8% of the systems for embodied emissions.",2025,10.1145/3731599.3767567,,,,,,rao2025Modelinga,conference paper,"Proceedings of the SC '25 workshops of the international conference for high performance computing, networking, storage and analysis",hpc systems
432,When servers meet species: a fab-to-grave lens on computing's biodiversity impact,"Biodiversity loss is a critical planetary boundary, yet its connection to computing remains largely unexamined. Prior sustainability efforts in computing have focused on carbon and water, overlooking biodiversity due to the lack of appropriate metrics and modeling frameworks. This paper presents the first end-to-end analysis of biodiversity impact from computing systems. We introduce two new metrics–Embodied Biodiversity Index (EBI) and Operational Biodiversity Index (OBI)–to quantify biodiversity impact across the lifecycle, and present FABRIC, a modeling framework that links computing workloads to biodiversity impacts. Our evaluation highlights the need to consider biodiversity alongside carbon and water in sustainable computing design and optimization. The code is available at https://github.com/TianyaoShi/FABRIC.",2025,10.1145/3757892.3757897,,,,,,shi2025When,journal paper,SIGENERGY Energy Inform. Rev.,sustainability energy
435,GridGreen: Integrating serverless computing in HPC systems for performance and sustainability,"We present GridGreen, a scheduling framework that improves the sustainability and performance of scientific workflow execution by integrating serverless computing with traditional on-premise high performance computing (HPC) clusters. GridGreen allocates workflow components across HPC and serverless environments leveraging spatio-temporal variation of carbon intensity and component execution characteristics. It incorporates component-level optimization, speculative pre-warming, I/O-aware data management, and fallback adaptation to jointly minimize carbon footprint and service time under user-defined cost constraints. Our evaluations on large-scale bioinformatics workflows across leadership-class HPC facilities and cloud-based serverless regions demonstrate that GridGreen achieves robust, cost-effective execution while improving carbon efficiency.",2026,10.1145/3772052.3772241,,,,,,samanta2026GridGreen,conference paper,Proceedings of the 2025 ACM symposium on cloud computing,parallel distributed
477,Clustering obsolete computers to reduce e-waste,"Personal computers contribute significantly to the growing problem of electronic waste. Every computer, when finished with, must be stored, dumped, recycled, or somehow re-used. Most are dumped, at a huge cost to health and the environment, as their owners succumb to the desire to keep up with the ever-increasing power of new computers. Supercomputers and computer clusters provide more power than ordinary desktop and laptop computers, but they too are subject to rapid obsolescence. The authors have built a cluster of obsolete computers and have found that it easily outperforms a fairly standard new desktop computer. They explore how this approach can help to mitigate e-waste, and discuss the advantages and limitations of using such a system.",2010,10.4018/jissc.2010092901,,,,,,lynar2010Clustering,journal paper,International Journal of Information Systems and Social Change (IJISSC),general cs
688,"EcoFreq: Compute with cheaper, cleaner energy via carbon-aware power scaling","High-performance computing (HPC) constitutes an energy-hungry endeavor, and any efficiency gains via hardware and software advances are quickly (over-)compensated by increased consumption (rebound effect). A large proportion of electricity is still generated by burning fossil fuels (mostly coal and gas), which is the cause of climate change, and has other potentially dangerous ecological and political consequences. Moving to a 100% renewable grid requires a plethora of solutions for electricity generation, distribution, storage, and consumption. In particular, dynamic load shifting can better align electricity consumption with the variable availability of solar and wind power. We introduce EcoFreq, a tool for dynamic power scaling on CPUs and GPUs that allows to maximize the usage of renewable, low-carbon energy. We benchmark EcoFreq via 14 HPC workloads using historical electricity market data from Germany, the UK, and the US. We show that carbon-aware power scaling leads to an over-proportional reduction in both, CO2 emissions and energy costs (e.g., 15% to 19% savings with an induced throughput decrease of only 10%). Furthermore, we observe that simple, static power capping at 70% - 80% results in considerably improved energy efficiency and we hence recommended it as default setting. EcoFreq is freely available at: https://github.com/amkozlov/eco-freq.",2024,10.23919/isc.2024.10528928,,,,,,kozlov2024EcoFreq,conference paper,ISC high performance 2024 research paper proceedings (39th international conference),hpc systems
835,"Energy performance, carbon footprint and hardware efficiency of blockchain networks","High Performance Computing (HPC) plays a critical role in supporting the computationally intensive tasks of blockchain technologies, such as consensus algorithms, data processing, and validation. However, the growing adoption of blockchain has raised concerns regarding the substantial energy consumption and carbon footprint associated with HPC systems. This paper investigates the energy efficiency and environmental impact of HPC in blockchain applications, with a focus on hardware and associated hashing algorithms for mining. We analyze power consumption and carbon emissions from computational devices such as Central Processing Units (CPUs), Graphics Processing Units (GPUs), Field-Programmable Gate Arrays (FPGAs), and Application-Specific Integrated Circuits (ASICs), particularly in cryptocurrency mining and decentralized applications. Additionally, we assess the environmental implications of different consensus algorithms, providing a comprehensive understanding of their energy demands and carbon emissions. Our findings offer valuable insights into blockchain sustainability, encouraging the adoption of more energy-efficient and environmentally conscious practices in the industry.",2025,10.1109/csnt64827.2025.10968767,,,,,,ajwalia2025Energy,conference paper,2025 IEEE 14th International Conference on Communication Systems and Network Technologies (CSNT),parallel distributed
838,Sustainable-HPC: toward Digital Twin for active management of self-cooled data centers with Renewable Energy Sources and waste heat recovery,"High-performance computing (HPC) data centers are key for advancing research and industry, but their high energy consumption and environmental impact pose critical sustainability challenges. Few HPC centers currently use renewable energy sources, particularly hydrogen-based storage, or integrate waste heat reuse. Recently, Digital Twins (DTs) are proving crucial for advancing sustainable HPC centers, enabling the integration of advanced monitoring and energy optimization with renewable energy sources. They simulate operations, predict maintenance needs, balance workloads, and support renewable integration for enhanced efficiency. The paper first reviews current practices, focusing on the potential of DTs to improve HPC sustainability by dynamically managing resources and optimizing systems, including cooling, power distribution, and load balancing. Then, it illustrates the University of Turin's Sustainable HPC4AI (S-HPC4AI) project, which aims to develop a low impact HPC center to support Artificial Intelligence (AI) research across diverse scientific fields. The facility will feature renewable energy sources, advanced self-cooling, and waste heat recovery, setting a benchmark for energy-efficient, low-carbon HPC infrastructure. Central to the project is the integration of hydrogen and solar energy, with photovoltaic systems providing clean power and hydrogen fuel cells serving as reliable backup sources, reducing reliance on fossil fuels. Waste heat can be transformed into a productive resource for a local automated phenotyping system, reducing energy consumption and environmental impact on the overall. Furthermore, a DT will be developed, integrating BIM with sensors data about performance, resource usage and operating conditions, enabling real-time monitoring and predictive analytics for managing power, cooling, and energy resources. The potential and challenges of the S-HPC4AI model are discussed, suggesting possible solutions.",2025,10.1109/pdp66500.2025.00073,,,,,,meschini2025SustainableHPC,conference paper,"2025 33rd euromicro international conference on parallel, distributed, and network-based processing (PDP)",parallel distributed
898,Carbon-aware server replacement,"Cloud computing contributes significantly to the global carbon emissions. Server management, including server replacement policies heavily influences the carbon footprint of cloud computing. While periodically replacing servers with newer hardware enhances energy efficiency, in turn reducing the operational carbon emissions from running servers, it also increases the embodied carbon footprint associated with server manufacturing. We propose an analytical model to determine the optimal server replacement frequency to reduce the overall datacenter carbon footprint, encompassing both embodied and operational carbon. Using our model, we perform a case study to analyze the impact prolonged server lifetime has on the net carbon footprint of a high performance computing cluster.",2025,10.1109/ispass64960.2025.00046,,,,,,uwizeyimana2025Carbonaware,conference paper,2025 IEEE international symposium on performance analysis of systems and software (ISPASS),hpc systems
928,Toward a metal usage effectiveness metric in data centers: a study,"Through a detailed breakdown of the metals required to manufacture and interconnect IT components in a High-Performance Computing (HPC) supercomputer, we introduce a novel metric for evaluating its environmental impact: the Metal Usage Effectiveness (MUE). This metric is based on the abiotic depletion potential (ADP), an indicator of the non-renewable material consumption relative to remaining resources. We define this metric as the ADP (expressed in kg antimony equivalents) caused by the extraction of metals required to manufacture and interconnect IT components, divided by the supercomputer computing power (in FLOPS). The MUE, insightful on the supercomputer manufacturing cost relatively to its computing power, complements existing metrics mainly focused on the use phase cost, such as the Power Usage Effectiveness (PUE) or the Water Usage Effectiveness (WUE). It could be a first step toward a more complete Life Cycle Inventory (LCI) of supercomputers and, by extension, data centers. We provide models for estimating copper and gold content in compute hardware components and interconnects of an HPC supercomputer, and apply them to Frontier, the world's first exascale supercomputer.",2025,10.1109/ict4s68164.2025.00024,,,,,,reinbigler2025metal,conference paper,2025 11th international conference on ICT for sustainability (ICT4S),sustainability energy
962,Liquid cooling optimization for data centers with reinforcement learning,"The growing energy demands of machine learning workloads require more sustainable data centers with reduced energy consumption and lower carbon footprints. Highperformance computing (HPC) and supercomputing data centers, which utilize liquid cooling for improved efficiency over traditional air cooling, stand to benefit significantly from advanced optimization strategies. In this study, we propose a novel Reinforcement Learning (RL) based approach to optimize liquid cooling systems (RL-LC). By applying RL at varying levels of granularity in cooling control, our method achieves over 20% energy savings, delivering a more efficient and sustainable solution for data center management. Additionally, we introduce a flexible analytical model that supports simulations and digital twin applications, focusing on reducing energy consumption and carbon emissions. This work provides key advancements in liquid cooling technology, offering practical insights to mitigate the environmental impact of HPC operations.",2025,10.1109/ITherm55376.2025.11235634,,,,,,naug2025Liquid,conference paper,2025 24th IEEE Intersociety Conference on Thermal and Thermomechanical Phenomena in Electronic Systems (ITherm),domain specific
979,Evaluating code portability for carbon-efficient RTM computing,"As GPU architectures continue to diversify across high-performance computing (HPC) systems, ensuring code portability and minimizing environmental impact have become critical challenges. This paper investigates how different programming models affect the carbon-performance efficiency of a Reverse Time Migration (RTM) application, a key workload in geophysics. We provide twelve implementations of the RTM code using CUDA, HIP, Kokkos, RAJA, and OpenMP Target, and evaluate their behavior on eleven GPUs from NVIDIA and AMD. Our analysis covers execution time, energy consumption, and carbon footprint. Results show that HIP, when tuned per architectures and RAJA, achieve the highest code portability in terms of carbon-efficiency, reaching up to 93.7% and 93.4% efficiency across all platforms, respectively. Overall, while HIP and CUDA deliver peak performance and the lowest emissions when properly optimized, the gap between these native models and high-level abstractions such as RAJA and Kokkos is steadily narrowing, indicating growing potential for portable and sustainable HPC development.",2025,10.1109/sbac-pad66369.2025.00018,,,,,,lorenzon2025Evaluating,conference paper,2025 IEEE/SBC 37th international symposium on computer architecture and high performance computing (SBAC-PAD),hpc systems
1060,Optimal energy planning for high-powered computing based on grey wolf model,"With the increasing demand of artificial intelligence (AI), data science and cryptocurrency mining in recent years, the application of High-Powered Computing (HPC) is increasing. The paper estimates the global power consumption and resulting Greenhouse Gas (GHG) emissions of HPC considering the current energy mix and energy utilization, and subsequently analyzes the wider impact of HPC on the global environment and explores the potential role of renewable energy in mitigating these impacts. We analyze the potential benefits of hybrid energy from various aspects such as carbon emissions, costs and environmental pollution. Considering the future development needs, we use ARIMA prediction model to predict the future development trend of HPC, and use Grey Wolf optimization algorithm to explore the best mixing ratio of hybrid energy with the change of HPC energy consumption. This paper also analyzes the change of the environmental impact of HPC energy consumption as the proportion of clean energy increases. The results show that HPC energy consumption has a significant impact on the environment. However, if clean energy technologies are vigorously developed, increasing the proportion of clean energy can significantly reduce the emissions of greenhouse gases and harmful gases.",2025,10.1109/iicspi66775.2025.11437713,,,,,,wang2025Optimal,conference paper,2025 IEEE 4th International Conference on Safe Production and Informatization (IICSPI),domain specific
2202,"Navigating dennard, carbon and moore: Scenarios for the future of NSF advanced computational infrastructure","After a long period of steady improvement, scientific computing equipment (SCE, or HPC) is being disrupted by the end of Dennard scaling, the slowing of Moore's Law, and new challenges to reduce carbon, to fight climate change. What does this mean for the future? We develop a system and portfolio model based on historical NSF XSEDE site systems and apply it to examine potential technology scenarios and what they mean for future compute capacity, power consumption, carbon emissions, datacenter siting, and more. © 2022 ACM.",2022,10.1145/3491418.3535156,,,,,,chien2022Navigating,conference paper,PEARC '22: Practice and Experience in Advanced Research Computing,hpc systems
2503,Toward sustainable and cost-efficient HPC systems: a deep reinforcement learning job scheduling approach,"Hybrid-powered High Performance Computing (HPC) centers can reduce both operational costs and carbon footprints by aligning job execution with renewable supply and time-varying electricity prices. However, existing Deep Reinforcement Learning (DRL) schedulers often neglect price signals, rely on synthetic energy traces, or conflate job selection and delay, limiting their real-world applicability. This work introduces a cost-aware, multi-action DRL framework that embeds a hybrid energy cost model into an HPC scheduling environment, enabling agents to incorporate dynamic price signals and renewable forecasts while decoupling job selection from execution delay. Evaluated on production-scale workload traces and measured renewable profiles, the proposed scheduler consistently reduces energy costs, improves renewable utilization, and maintains competitive job responsiveness compared with heuristic and learning-based baselines. These results demonstrate a practical path toward economically and environmentally sustainable HPC operations. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2026.",2026,10.1007/978-981-95-4960-3_33,,,,,,hai2026sustainable,conference paper,18th International Conference on Multi-disciplinary Trends in Artificial Intelligence (MIWAI 2025),general cs
2520,Fast could be green? The carbon emission effect of large computing clusters in China,"Given the growing demand for computational power, fostering the transition to green digital infrastructure becomes particularly paramount. This study focuses on the National Supercomputing Center (NSC) in China, using inter-city data and employing the spatial difference-in-differences (SDID), synthetic control methods (SCM), as well as the synthetic DID, to examine the impact of NSC on carbon emissions. Results show that the NSC significantly contributes to increased carbon emissions, primarily due to heightened regional electricity consumption and energy use (scale effect). Although NSC can mitigate these adverse effects by promoting green innovations, enhancing digitization (technology effect), and improving energy structure (composition effect), the impacts remain relatively limited. Heterogeneity tests reveal inter-city differences in NSC's carbon emission effects and its positive role in reducing other pollutants, with urban digitization shown to help mitigate these emissions. The findings underscore the need for policies that optimize NSC energy structure, support green innovation, and promote industrial upgrades. Future efforts should also focus on elevating the level of digitization to surmount the potential turning point of the Kuznets curve. © The Author(s), under exclusive licence to Springer Nature B.V. 2025.",2025,10.1007/s10668-025-06960-4,,,,,,haodong2025Fast,journal paper,"Environment, Development and Sustainability",sustainability energy
2521,The impact of computational power on environmental sustainability – a comparative study involving two categories of national-level computing infrastructure,"Given the pivotal role of data and computational prowess in driving innovative competitiveness during the digital epoch, this study expands the scrutiny of environmental impacts stemming from digital technology. It investigates two distinct strata of national-level computing infrastructure (CI)– namely, the National Supercomputing Centers (NSCs) and the National Big Data Centers (NBDCs)– focusing on their influence on urban carbon emissions. Employing the synthetic control method, the research unveils that despite the heightened energy consumption at both the NSCs and the NBDCs (scale effect), these computational infrastructures exhibit disparate effects on urban carbon emissions. This incongruity is principally explicated as follows: the establishment of NSCs amplifies regional carbon emissions, while the carbon augmentation effects of the NBDCs are negligible. Furthermore, through examinations of technological effects and compositional effects, it is ascertained that the CI has not significantly improved the structure of local economic sectors, and its triggering effect on green innovation is only evident in NSCs. These discerning findings elucidate that high energy consumption is a major driver of carbon-intensive outcomes in supercomputing and data centers. Nonetheless, it is imperative to underscore that under favorable conditions, computing infrastructure still possesses the potential to significantly alleviate the adverse environmental “side effects”. © 2025, HARD Publishing Company. All rights reserved.",2025,10.15244/pjoes/190019,,,,,,haodong2025impact,journal paper,Polish Journal of Environmental Studies,sustainability energy
2558,Energy use and carbon emissions in high-performance computing: A case study for universities and reduction strategies,"Energy use and greenhouse gas (GHG) emissions from high-performance computing (HPC) and high-volume data storage (HDS) strongly increased over recent years. This contrasts with the need for emission reductions to halt global warming in line with the Paris climate goals, calling for ambitious action also for these energy-intensive services. Here we focus on options for institutional users that aim at professional institutional climate action management, where the quantification of emissions from HPC and HDS as part of emission inventories is still rare. We present methods and results of a case study, drawing from HPC/HDS usage data of a collaborative consortium project of data centers and Universities in Austria, where institution-level quantifications of energy use and related GHG emissions were obtained. We find emissions from HPC use strongly dominating, relative to HDS use, for individual institutions and in total; case-study operational emissions summed to about 300–500 tCO¡sub¿2¡/sub¿eq annually from HPC while HDS emissions were near 3 tCO¡sub¿2¡/sub¿eq; co-estimated embodied emissions sum up to 50 to 100 and 3 to 10 tCO¡sub¿2¡/sub¿eq, respectively. Building on the results, the collaboration of data centers and users enabled to derive also more general climate action options, including provider-user synergies. Provider improvements on energy savings, efficiency, shift to renewable sources and transparency to users on energy sources and consumption can meet with deliberate user choice of genuinely “green” data centers and user skill advances in “green coding”, “smart avoidance” of inefficient computations and considerate HDS management. Our findings underpin that providers and users jointly need to bring energy use and emissions under control to help meet the Paris climate goals. © 2025 The Authors",2025,10.1016/j.cesys.2025.100332,,,,,,Holbling2025,journal paper,Cleaner Environmental Systems,sustainability energy
2866,Single-phase immersion cooling for data centers and HPC: Recent advances and system-level challenges,"Single-phase immersion cooling (SPIC) has emerged as a promising solution to address the escalating thermal demands of data centers and high-performance computing (HPC). This review consolidates recent advances in single-phase immersion cooling system, including discussions on dielectric fluids, cooling architectures, and intelligent control frameworks, with emphasis on experimental validation and system-level deployment. Progress in dielectric fluid is also addressed in details. The common dielectric fluid includes synthetic hydrocarbons and nanofluid-enhanced oils that were examined in association with thermal performance and compatibility with electronic components. At the control frontier, models subject to predictive control, digital twins, and reinforcement learning have enabled real-time optimization, predictive fault detection, and adaptive energy management. In parallel, sustainability metrics such as Carbon Usage Effectiveness (CUE), Water Usage Effectiveness (WUE), Renewable Energy Factor (REF), and Life Cycle Assessment (LCA) extend evaluation beyond traditional power usage effectiveness (PUE), incorporating water footprint, carbon impact, and waste heat recovery. Comparative assessments confirm SPIC's operational stability and scalability, but also highlight persistent challenges in coolant reliability, system retrofitting, and certification standards. By bridging the fluid/thermal science, intelligent control, and sustainability metrics, this review provides a comprehensive framework for advancing SPIC as a cornerstone of sustainable, scalable data center cooling. © 2026 Elsevier Ltd",2026,10.1016/j.rser.2026.116786,,,,,,lua2026Singlephase,journal paper,Renewable and Sustainable Energy Reviews,sustainability energy
